# Server version 0.08 running on 142.157.168.42:8123
# Game ID: 76
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Wed Apr 02 23:02:04 GMT-04:00 2014
# Player 1: Player-0, 'random', running on 142.157.168.42
# Player 2: Player-1, '260449697', running on 142.157.168.42
# Player 3: Player-2, '260449697', running on 142.157.168.42
# Player 4: Player-3, 'random', running on 142.157.168.42
START Player-0 random
START Player-1 260449697
START Player-2 260449697
START Player-3 random
0 (2,0) (4,0)
0 null null
1 (12,1) (12,2)
2 (1,14) (3,12)
2 null null
3 (12,15) (11,15)
0 (3,0) (3,2)
0 null null
1 (14,2) (14,4)
1 null null
2 (2,14) (1,14)
3 (14,13) (14,11)
3 (14,11) (14,13)
3 (14,13) (12,13)
3 (12,13) (14,13)
3 (14,13) (14,11)
3 (14,11) (14,13)
3 (14,13) (12,15)
3 (12,15) (14,13)
3 null null
0 (2,1) (4,1)
0 (4,1) (2,3)
0 (2,3) (2,1)
0 (2,1) (4,1)
0 (4,1) (2,3)
0 (2,3) (4,1)
0 (4,1) (2,3)
0 (2,3) (2,1)
0 (2,1) (2,3)
0 (2,3) (4,1)
0 null null
1 (12,0) (12,1)
2 (1,14) (2,14)
3 (15,12) (14,11)
0 (0,1) (2,1)
0 null null
1 (12,1) (12,3)
1 null null
2 (2,14) (1,14)
3 (14,15) (12,13)
3 (12,13) (12,15)
3 (12,15) (14,15)
3 null null
0 (1,3) (2,4)
1 (13,1) (13,3)
1 (13,3) (11,3)
1 null null
2 (1,14) (2,14)
3 (15,13) (13,11)
3 (13,11) (15,11)
3 null null
0 (4,1) (2,3)
0 (2,3) (4,1)
0 null null
1 (15,2) (15,4)
1 (15,4) (13,4)
1 null null
2 (2,14) (1,14)
3 (13,14) (12,13)
0 (3,1) (4,2)
1 (12,3) (12,4)
2 (1,14) (2,14)
3 (15,15) (15,13)
3 (15,13) (15,15)
3 null null
0 (4,1) (3,0)
1 (12,4) (12,5)
2 (2,14) (1,14)
3 (14,11) (13,10)
0 (4,2) (3,1)
1 (12,5) (12,6)
2 (1,14) (2,14)
3 (13,13) (11,13)
3 (11,13) (13,13)
3 (13,13) (11,13)
3 null null
0 (0,0) (0,1)
1 (13,4) (13,5)
2 (2,14) (1,14)
3 (14,13) (13,13)
0 (2,4) (3,4)
1 (13,5) (13,6)
2 (1,14) (2,14)
3 (12,13) (10,13)
3 null null
0 (4,0) (5,1)
1 (13,0) (13,1)
2 (2,14) (1,14)
3 (10,13) (10,12)
0 (0,2) (1,3)
1 (13,1) (13,3)
1 null null
2 (1,14) (2,14)
3 (13,10) (14,9)
0 (3,2) (3,3)
1 (13,3) (13,4)
2 (2,14) (1,14)
3 (13,13) (13,12)
0 (3,3) (4,4)
1 (13,4) (13,5)
2 (1,14) (2,14)
3 (13,15) (15,13)
3 (15,13) (13,11)
3 null null
0 (2,2) (2,3)
1 (13,5) (13,7)
1 null null
2 (2,14) (1,14)
3 (15,14) (13,14)
3 null null
0 (1,1) (0,2)
1 (13,7) (13,8)
2 (1,14) (2,14)
3 (10,12) (10,13)
0 (4,4) (2,4)
0 (2,4) (2,2)
0 (2,2) (2,4)
0 (2,4) (4,4)
0 (4,4) (2,4)
0 (2,4) (4,4)
0 (4,4) (2,4)
0 null null
1 (12,2) (12,3)
2 (2,14) (1,14)
3 (14,9) (12,7)
3 (12,7) (14,9)
3 (14,9) (12,7)
3 (12,7) (14,9)
3 (14,9) (12,7)
3 null null
0 (5,1) (6,2)
1 (12,3) (12,4)
2 (1,14) (2,14)
3 (13,12) (12,12)
0 (2,1) (1,1)
1 (12,4) (12,5)
2 (2,14) (1,14)
3 (14,12) (15,13)
0 (2,4) (2,2)
0 (2,2) (0,4)
0 null null
1 (12,5) (11,6)
2 (1,14) (2,14)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 null null
0 (1,3) (2,4)
1 (11,6) (11,7)
2 (2,14) (1,14)
3 (11,13) (12,13)
0 (3,0) (2,0)
1 (13,8) (13,9)
2 (1,14) (2,14)
3 (15,13) (14,12)
0 (2,4) (2,2)
0 (2,2) (4,0)
0 null null
1 (14,1) (14,2)
2 (2,14) (1,14)
3 (15,11) (15,10)
0 (3,1) (4,2)
1 (14,2) (13,3)
2 (1,14) (2,14)
3 (12,13) (11,14)
0 (1,2) (2,2)
1 (13,3) (13,4)
2 (2,14) (1,14)
3 (12,7) (10,7)
3 (10,7) (12,7)
3 (12,7) (10,7)
3 (10,7) (12,7)
3 (12,7) (14,5)
3 null null
0 (4,0) (3,0)
1 (13,4) (13,5)
2 (1,14) (2,14)
3 (11,15) (10,14)
0 (0,3) (1,4)
1 (13,5) (13,7)
1 null null
2 (2,14) (1,14)
3 (11,14) (9,12)
3 null null
0 (1,4) (1,3)
1 (13,7) (13,8)
2 (1,14) (2,14)
3 (13,11) (15,13)
3 null null
0 (3,4) (4,4)
1 (13,8) (13,10)
1 null null
2 (2,14) (1,14)
3 (12,12) (12,11)
